SPDR Gold Shares (New York Stock Exchange Arca),
"The "SPDR" trademark is used under license from The McGraw-Hill Companies, Inc. ("McGraw-Hill"). No financial product offered by SPDR" Gold Trust, or its affiliates is sponsored, endorsed, sold or promoted by McGraw-Hill."
"Note: This document is for information purposes only and is subject to change without notice. No part of this document may be reproduced in any manner without the written permission of SPDR Gold Shares spdrgoldshares@ssga.com. Under no circumstances should it be used or considered as an offer to sell or a solicitation of any offer to buy the securities or other instruments mentioned in it"
"Note: SPDR Gold Shares does not represent that this information is accurate or complete and it should not be relied upon as such. SPDR Gold Shares is not responsible for any loss, damage, expense or claim, howsoever arising, suffered as a result of reliance on the data contained within this file."
"Note: On dates where the LBMA Gold Price is not published the most recently available LBMA Gold Price is used."
"*Note:  Since March 20, 2015, the Trust has been using the LBMA Gold Price PM as the price of gold in determining the value of the Trust's gold.  Before that date, the Trust used the London PM Fix, which was discontinued on March 19, 2015. All references to LBMA gold price have been provided for informational purposes only. ICE benchmark administration limited accepts no liability or responsibility for the accuracy of the prices or the underlying product to which the prices may be referenced."
Date, GLD Close, LBMA Gold Price, NAV per GLD in Gold, NAV/share at 10.30 a.m. NYT, Indicative Price of GLD at 4.15 p.m. NYT, Mid point of bid/ask spread at 4.15 p.m. NYT#, Premium/Discount of GLD mid point v Indicative Value of GLD at 4.15 p.m. NYT, Daily Share Volume, Total Net Asset Value Ounces in the Trust as at 4.15 p.m. NYT, Total Net Asset Value Tonnes in the Trust as at 4.15 p.m. NYT, Total Net Asset Value in the Trust
29-Jul-2015, 105.17, $1090.25, 95.833560, 104.48253340, 105.110, $105.17, 0.0568%, 5524125, 21867643.93, 680.15, 23832465868.89
30-Jul-2015, 104.27, $1087.50, 95.832420, 104.21775243, 104.304, $104.25, -0.0518%, 6296210, 21867643.93, 680.15, 23772069329.41
31-Jul-2015, 104.93, $1098.40, 95.831730, 105.26156738, 104.955, $104.94, -0.0142%, 5602331, 21628064.60, 672.70, 23747009589.68
03-Aug-2015, 104.10, $1091.90, 95.828340, 104.63496452, 104.113, $104.09, -0.0218%, 3278394, 21628064.60, 672.70, 23605647995.35
04-Aug-2015, 104.31, $1090.65, 95.827240, 104.51398280, 104.298, $104.30, 0.0016%, 2854350, 21560985.54, 670.62, 23505194733.32
05-Aug-2015, 103.93, $1085.10, 95.825980, 103.98076916, 103.895, $103.94, 0.0438%, 5032977, 21474742.15, 667.93, 23291692289.99
06-Aug-2015, 104.39, $1089.75, 95.825110, 104.42541739, 104.392, $104.38, -0.0114%, 3894065, 21474742.15, 667.93, 23391293495.25
07-Aug-2015, 104.65, $1093.50, 95.824220, 104.78377925, 104.678, $104.67, -0.0080%, 4382901, 21467043.90, 667.69, 23471566552.87
10-Aug-2015, 105.72, $1097.00, 95.821110, 105.11575323, 105.691, $105.75, 0.0561%, 5887234, 21467043.90, 667.69, 23545928723.65
11-Aug-2015, 106.26, $1108.25, 95.820200, 106.19273341, 106.226, $106.25, 0.0223%, 4007277, 21467043.90, 667.69, 23787172283.36
12-Aug-2015, 107.75, $1119.00, 95.819290, 107.22178480, 107.710, $107.76, 0.0460%, 10192821, 21601190.91, 671.87, 24167790294.70
13-Aug-2015, 106.86, $1116.75, 95.818210, 107.00498356, 106.852, $106.85, -0.0016%, 4669830, 21601190.91, 671.87, 24118923295.29
14-Aug-2015, 106.85, $1118.25, 95.817180, 107.14756171, 106.874, $106.87, -0.0042%, 3497579, 21601190.91, 671.87, 24151060409.60
17-Aug-2015, 107.13, $1118.80, 95.814040, 107.19674772, 107.096, $107.12, 0.0223%, 5728847, 21601190.91, 671.87, 24162146935.63
18-Aug-2015, 107.11, $1111.45, 95.812850, 106.49119402, 107.090, $107.11, 0.0187%, 3734267, 21601190.91, 671.87, 24003115131.73
19-Aug-2015, 108.55, $1126.15, 95.812090, 107.89878487, 108.541, $108.54, -0.0007%, 6460039, 21601190.91, 671.87, 24320386110.39
20-Aug-2015, 110.44, $1147.70, 95.811470, 109.96282231, 110.413, $110.42, 0.0062%, 11259616, 21716164.67, 675.44, 24917575537.21
21-Aug-2015, 111.13, $1156.50, 95.810600, 110.80495420, 111.112, $111.11, -0.0014%, 12873471, 21792813.15, 677.83, 25197046589.86
24-Aug-2015, 110.53, $1166.50, 95.807670, 111.75964790, 110.581, $110.50, -0.0734%, 16642336, 21898201.59, 681.10, 25537079558.00
25-Aug-2015, 109.16, $1137.50, 95.805930, 108.97925080, 109.171, $109.17, -0.0008%, 8759333, 21898201.59, 681.10, 24901758813.00
26-Aug-2015, 107.67, $1120.75, 95.804460, 107.37284490, 107.675, $107.69, 0.0143%, 10009495, 21898201.59, 681.10, 24534695060.00
27-Aug-2015, 107.73, $1119.00, 95.803360, 107.20395950, 107.750, $107.71, -0.0372%, 8093182, 21946103.27, 682.59, 24549706734.00
28-Aug-2015, 108.70, $1135.00, 95.802750, 108.73612010, 108.717, $108.67, -0.0432%, 7027704, 21946103.27, 682.59, 24900571500.00
31-Aug-2015, 108.82, $1135.00, 95.799600, 108.73254520, 108.790, $108.83, 0.0367%, 3781255, 21946103.27, 682.59, 24899752860.00
01-Sep-2015, 109.20, $1142.30, 95.798770, 109.43093790, 109.249, $109.19, -0.0539%, 6601713, 21946103.27, 682.59, 25059684784.00
02-Sep-2015, 108.62, $1137.75, 95.797580, 108.99369643, 108.625, $108.61, -0.0137%, 3791822, 21946103.27, 682.59, 24959556481.94
03-Sep-2015, 107.84, $1128.00, 95.796210, 108.05812572, 107.756, $107.82, 0.0591%, 3842965, 21946103.27, 682.59, 24745310790.60
04-Sep-2015, 107.49, $1118.25, 95.794830, 107.12256527, 107.491, $107.50, 0.0080%, 3803657, 21938357.20, 682.35, 24531067447.14
07-Sep-2015, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY
08-Sep-2015, 107.52, $1121.15, 95.790650, 107.39568720, 107.530, $107.51, -0.0184%, 5829059, 21938357.20, 682.35, 24593612368.51
09-Sep-2015, 106.13, $1109.85, 95.789500, 106.31197437, 106.140, $106.12, -0.0184%, 7827865, 21804251.90, 678.18, 24196605362.62
10-Sep-2015, 106.38, $1109.50, 95.788440, 106.27727939, 106.378, $106.39, 0.0114%, 5273401, 21804251.90, 678.18, 24188708789.81
11-Sep-2015, 106.16, $1100.25, 95.787300, 105.48576714, 106.137, $106.15, 0.0121%, 3855584, 21804251.90, 678.18, 24008560601.21
14-Sep-2015, 106.22, $1104.80, 95.784200, 105.82238811, 106.225, $106.21, -0.0138%, 2255186, 21804251.90, 678.18, 24085175533.30
15-Sep-2015, 105.90, $1105.95, 95.783170, 105.93139807, 105.869, $105.90, 0.0292%, 2897582, 21804251.90, 678.18, 24109986201.07
16-Sep-2015, 107.31, $1117.60, 95.782300, 107.04630375, 107.310, $107.30, -0.0090%, 4889937, 21804251.90, 678.18, 24363738732.93
17-Sep-2015, 108.41, $1117.50, 95.781250, 107.03555067, 108.357, $108.41, 0.0486%, 6385252, 21804251.90, 678.18, 24361291331.76
18-Sep-2015, 109.21, $1141.50, 95.780610, 109.33357060, 109.176, $109.20, 0.0224%, 6070148, 21804251.90, 678.18, 24884320669.56
21-Sep-2015, 108.53, $1133.25, 95.777300, 108.53962855, 108.540, $108.55, 0.0096%, 3737961, 21689319.14, 674.61, 24573371906.75
22-Sep-2015, 107.79, $1122.90, 95.776040, 107.54691085, 107.758, $107.79, 0.0300%, 4988387, 21727629.56, 675.80, 24391639382.62
23-Sep-2015, 108.22, $1131.35, 95.775170, 108.35524045, 108.236, $108.22, -0.0143%, 2521235, 21746784.59, 676.40, 24596639582.44
24-Sep-2015, 110.49, $1154.50, 95.774640, 110.57181752, 110.481, $110.47, -0.0098%, 8044515, 21871291.63, 680.27, 25243545944.86
25-Sep-2015, 109.81, $1146.65, 95.773410, 109.81857882, 109.895, $109.84, -0.0502%, 4445099, 21995797.06, 684.14, 25214345700.30
28-Sep-2015, 108.42, $1131.05, 95.769860, 108.32049682, 108.359, $108.41, 0.0472%, 2379412, 21995797.06, 684.14, 24870386070.86
29-Sep-2015, 107.98, $1132.10, 95.768840, 108.41989918, 107.979, $107.99, 0.0098%, 3351342, 21995797.06, 684.14, 24893208852.49
30-Sep-2015, 106.86, $1114.00, 95.767270, 106.68474079, 106.857, $106.89, 0.0308%, 6434986, 22101141.06, 687.42, 24612169699.11
01-Oct-2015, 106.73, $1119.00, 95.766370, 107.16257135, 106.708, $106.74, 0.0303%, 3932397, 22158600.88, 689.20, 24786702752.03
02-Oct-2015, 108.99, $1140.75, 95.765970, 109.24503312, 109.006, $108.97, -0.0327%, 7060946, 22158600.88, 689.20, 25268376160.97
05-Oct-2015, 108.77, $1139.75, 95.762800, 109.14565214, 108.763, $108.79, 0.0252%, 5225521, 22151494.43, 688.98, 25245389339.97
06-Oct-2015, 109.86, $1147.50, 95.761800, 109.88666511, 109.839, $109.86, 0.0193%, 5617676, 22151494.43, 688.98, 25416785639.70
07-Oct-2015, 109.70, $1144.60, 95.760730, 109.60773553, 109.742, $109.72, -0.0199%, 5193948, 22094037.99, 687.20, 25286504589.91
08-Oct-2015, 109.14, $1140.00, 95.759650, 109.16600247, 109.171, $109.15, -0.0190%, 4123135, 22094037.99, 687.20, 25184596770.63
09-Oct-2015, 110.87, $1151.55, 95.758700, 110.27093576, 110.850, $110.86, 0.0088%, 6462176, 22094037.99, 687.20, 25439504879.05
12-Oct-2015, 111.31, $1164.90, 95.755710, 111.54583004, 111.306, $111.32, 0.0122%, 5615037, 22094037.99, 687.20, 25733622989.70
13-Oct-2015, 111.86, $1165.20, 95.754670, 111.57334151, 111.846, $111.86, 0.0123%, 4325617, 22094037.99, 687.20, 25739969886.88
14-Oct-2015, 113.81, $1173.90, 95.753730, 112.40530822, 113.803, $113.80, -0.0029%, 8077632, 22342997.69, 694.94, 26224158395.02
15-Oct-2015, 113.29, $1184.25, 95.752820, 113.39528200, 113.266, $113.26, -0.0053%, 12246987, 22505777.49, 700.00, 26647891262.03
16-Oct-2015, 112.49, $1180.85, 95.751730, 113.06843073, 112.508, $112.47, -0.0340%, 5659060, 22304698.85, 693.75, 26333637517.30
19-Oct-2015, 112.02, $1175.40, 95.748500, 112.54278595, 112.026, $112.02, -0.0051%, 3590430, 22419597.05, 697.32, 26346266192.84
20-Oct-2015, 112.73, $1177.75, 95.747490, 112.76661142, 112.733, $112.72, -0.0116%, 4276945, 22419597.05, 697.32, 26398663732.77
21-Oct-2015, 111.73, $1167.10, 95.746250, 111.74544692, 111.745, $111.75, 0.0041%, 3890841, 22419597.05, 697.32, 26159609123.67
22-Oct-2015, 111.69, $1167.00, 95.745200, 111.73464883, 111.658, $111.67, 0.0107%, 3194231, 22419597.05, 697.32, 26157081291.10
23-Oct-2015, 111.50, $1161.25, 95.744030, 111.18276013, 111.489, $111.47, -0.0172%, 4445491, 22362150.64, 695.54, 25961174494.28
26-Oct-2015, 111.43, $1166.40, 95.741020, 111.67232178, 111.385, $111.40, 0.0134%, 2278261, 22362150.64, 695.54, 26075487134.67
27-Oct-2015, 111.68, $1165.70, 95.739950, 111.60406348, 111.709, $111.66, -0.0442%, 2301728, 22362150.64, 695.54, 26059548822.30
28-Oct-2015, 110.78, $1179.60, 95.739250, 112.93402362, 110.679, $110.76, 0.0729%, 7678518, 22323854.94, 694.34, 26324920907.51
29-Oct-2015, 109.72, $1148.60, 95.737390, 109.96396939, 109.734, $109.70, -0.0312%, 4721370, 22323854.94, 694.34, 25632601263.74
30-Oct-2015, 109.30, $1142.35, 95.736170, 109.36421518, 109.335, $109.28, -0.0508%, 4848027, 22256839.62, 692.26, 25416243607.87
02-Nov-2015, 108.59, $1134.00, 95.732770, 108.56096264, 108.599, $108.60, 0.0007%, 5428122, 22161106.85, 689.28, 25121006756.63
03-Nov-2015, 106.98, $1134.00, 95.731370, 107.51589795, 106.932, $106.99, 0.0543%, 6415070, 22065375.48, 686.30, 24771662883.80
04-Nov-2015, 105.97, $1114.70, 95.730030, 106.71026487, 106.007, $105.99, -0.0157%, 6885968, 21866068.01, 680.11, 24372624498.03
05-Nov-2015, 105.64, $1106.30, 95.728940, 105.90492630, 105.623, $105.62, -0.0024%, 4264373, 21598026.97, 671.77, 23892151372.98
06-Nov-2015, 104.10, $1088.90, 95.727780, 104.23798180, 104.123, $104.11, -0.0126%, 7327402, 21511871.97, 669.09, 23422274512.73
09-Nov-2015, 104.40, $1089.60, 95.724650, 104.30157865, 104.455, $104.43, -0.0237%, 3070323, 21416147.32, 666.11, 23332263144.87
10-Nov-2015, 104.18, $1087.10, 95.723580, 104.06110132, 104.152, $104.17, 0.0172%, 3579362, 21329996.10, 663.43, 23184813370.86
11-Nov-2015, 103.83, $1085.90, 95.722520, 103.94508200, 103.845, $103.81, -0.0333%, 3183127, 21329996.10, 663.43, 23158964269.34
12-Nov-2015, 103.85, $1087.40, 95.721490, 104.08754852, 103.843, $103.84, -0.0033%, 6297410, 21282135.35, 661.94, 23138662036.27
13-Nov-2015, 103.56, $1081.50, 95.720360, 103.52157413, 103.574, $103.59, 0.0152%, 3174602, 21282135.35, 661.94, 23012845928.42
16-Nov-2015, 103.71, $1084.75, 95.717280, 103.82931894, 103.681, $103.69, 0.0087%, 2782395, 21282135.35, 661.94, 23081257601.10
17-Nov-2015, 102.34, $1079.20, 95.716140, 103.29685464, 102.344, $102.37, 0.0249%, 8062200, 21282135.35, 661.94, 22962890786.59
18-Nov-2015, 102.43, $1067.75, 95.714880, 102.19955933, 102.420, $102.41, -0.0095%, 4735869, 21282135.35, 661.94, 22718962039.40
19-Nov-2015, 103.56, $1082.60, 95.714120, 103.62010797, 103.615, $103.58, -0.0341%, 4629112, 21282135.35, 661.94, 23034750000.76
20-Nov-2015, 103.09, $1081.75, 95.713060, 103.53760071, 103.116, $103.11, -0.0063%, 5354860, 21243850.13, 660.75, 22974993596.45
23-Nov-2015, 102.26, $1070.50, 95.709660, 102.45718623, 102.275, $102.25, -0.0248%, 3599260, 21081143.71, 655.69, 22561072399.43
24-Nov-2015, 102.95, $1076.40, 95.708760, 103.02090472, 102.920, $102.96, 0.0385%, 2897357, 21081143.71, 655.69, 22685203218.89
25-Nov-2015, 102.46, $1068.00, 95.707490, 102.21560228, 102.460, $102.47, 0.0101%, 2658492, 21081143.71, 655.69, 22507875621.34
26-Nov-2015, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY
27-Nov-2015, 101.25, $1057.40, 95.705100, 101.19857074, 101.299, $101.26, -0.0386%, 4991803, 21052432.18, 654.80, 22253565704.49
30-Nov-2015, 101.92, $1061.90, 95.702100, 101.62606183, 101.928, $101.94, 0.0122%, 5461603, 21052432.18, 654.80, 22347570996.79
01-Dec-2015, 102.28, $1065.40, 95.701170, 101.96002487, 102.319, $102.30, -0.0185%, 3609967, 21052432.18, 654.80, 22421009468.38
02-Dec-2015, 100.69, $1055.40, 95.699790, 101.00155711, 100.719, $100.71, -0.0092%, 9436198, 20545223.29, 639.02, 21674934149.72
03-Dec-2015, 101.76, $1055.45, 95.698740, 101.00524005, 101.752, $101.78, 0.0278%, 6033160, 20537959.87, 638.80, 21675724515.14
04-Dec-2015, 104.02, $1079.25, 95.697800, 103.28185333, 104.014, $104.02, 0.0058%, 9653520, 20537959.87, 638.80, 22164285724.72
07-Dec-2015, 102.67, $1075.80, 95.694640, 102.94829379, 102.661, $102.68, 0.0183%, 3758075, 20403987.37, 634.63, 21948576236.41
08-Dec-2015, 102.84, $1072.10, 95.693560, 102.59306957, 102.832, $102.84, 0.0075%, 3220755, 20403987.37, 634.63, 21872842433.06
09-Dec-2015, 102.64, $1081.00, 95.692600, 103.44370023, 102.640, $102.63, -0.0096%, 5827623, 20403987.37, 634.63, 22054196888.56
10-Dec-2015, 102.55, $1071.00, 95.691450, 102.48554510, 102.529, $102.55, 0.0209%, 3578493, 20403987.37, 634.63, 21849918215.31
11-Dec-2015, 103.11, $1072.50, 95.690420, 102.62797873, 103.102, $103.11, 0.0081%, 6539824, 20403987.37, 634.63, 21880285064.96
14-Dec-2015, 101.79, $1068.25, 95.687230, 102.21787846, 101.778, $101.79, 0.0121%, 4945607, 20403987.37, 634.63, 21792851687.80
15-Dec-2015, 101.52, $1061.50, 95.686080, 101.57076972, 101.470, $101.52, 0.0490%, 5629254, 20403987.37, 634.63, 21654888105.01
16-Dec-2015, 102.75, $1075.25, 95.685250, 102.88556848, 102.766, $102.71, -0.0545%, 7960826, 20403987.37, 634.63, 21935203199.75
17-Dec-2015, 100.50, $1049.40, 95.683760, 100.41053547, 100.521, $100.52, -0.0006%, 9643025, 20260461.73, 630.17, 21256910354.98
18-Dec-2015, 102.04, $1062.50, 95.682960, 101.66314212, 102.008, $102.02, 0.0122%, 7393958, 20863264.38, 648.91, 22162565000.53
21-Dec-2015, 103.15, $1078.75, 95.680150, 103.21496655, 103.162, $103.16, -0.0023%, 5695173, 20767584.23, 645.94, 22397647746.13
22-Dec-2015, 102.61, $1074.90, 95.679030, 102.84538543, 102.601, $102.60, -0.0014%, 3812947, 20767584.23, 645.94, 22317448637.64
23-Dec-2015, 102.31, $1068.25, 95.677830, 102.20784242, 102.342, $102.32, -0.0213%, 2664718, 20767584.23, 645.94, 22179101805.31
24-Dec-2015, 103.05, $1068.25, 95.676870, 102.55603809, 102.967, $103.02, 0.0510%, 1710142, 20729313.48, 644.75, 22213637849.98
25-Dec-2015, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY
28-Dec-2015, 102.27, $1068.25, 95.672690, 102.55155484, 102.255, $102.26, 0.0049%, 3131171, 20691044.41, 643.56, 22171646155.34
29-Dec-2015, 102.20, $1070.10, 95.671590, 102.37817007, 102.187, $102.17, -0.0165%, 2803203, 20691044.41, 643.56, 22134160369.37
30-Dec-2015, 101.42, $1060.00, 95.670240, 101.41045884, 101.463, $101.44, -0.0227%, 3542474, 20691044.41, 643.56, 21924941201.41
31-Dec-2015, 101.46, $1060.00, 95.669270, 101.62468051, 101.452, $101.46, 0.0074%, 3302445, 20652776.70, 642.37, 21930606052.86
01-Jan-2016, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY
04-Jan-2016, 102.89, $1082.25, 95.665770, 103.53428347, 102.860, $102.87, 0.0099%, 5786608, 20652776.70, 642.37, 22342698373.25
05-Jan-2016, 103.18, $1077.00, 95.664550, 103.03071501, 103.179, $103.19, 0.0107%, 3426252, 20652776.70, 642.37, 22234028298.09
06-Jan-2016, 104.67, $1091.40, 95.664010, 104.40770175, 104.652, $104.66, 0.0080%, 8940575, 20607670.85, 640.97, 22489418957.21
07-Jan-2016, 106.15, $1106.35, 95.663070, 105.83683604, 106.076, $106.15, 0.0698%, 11219713, 20741599.15, 645.13, 22945426055.88
08-Jan-2016, 105.68, $1101.85, 95.661990, 105.40516195, 105.616, $105.65, 0.0326%, 7112550, 20885092.13, 649.59, 23009946855.63
11-Jan-2016, 104.74, $1100.75, 95.658840, 105.29646857, 104.761, $104.76, -0.0007%, 5664248, 20952053.32, 651.68, 23059926616.81
12-Jan-2016, 104.21, $1085.40, 95.657620, 103.82677668, 104.224, $104.23, 0.0060%, 5183433, 20952053.32, 651.68, 22738064092.17
13-Jan-2016, 104.72, $1088.15, 95.656610, 104.08873564, 104.715, $104.72, 0.0045%, 6818102, 21028578.61, 654.06, 22878704097.80
14-Jan-2016, 103.02, $1088.40, 95.655560, 104.11151567, 103.045, $103.03, -0.0145%, 9621566, 21028578.61, 654.06, 22883711144.51
15-Jan-2016, 104.08, $1093.75, 95.654600, 104.62221436, 104.115, $104.10, -0.0146%, 9751810, 21152929.59, 657.92, 23131971599.71
18-Jan-2016, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY
19-Jan-2016, 103.98, $1086.25, 95.650280, 103.90011848, 103.991, $104.00, 0.0087%, 4263955, 21152929.59, 657.92, 22972316196.34
20-Jan-2016, 105.37, $1101.75, 95.649530, 105.38187227, 105.329, $105.39, 0.0577%, 9608925, 21229449.21, 660.30, 23384237453.87
21-Jan-2016, 105.49, $1096.50, 95.648380, 104.87845200, 105.395, $105.48, 0.0807%, 4926678, 21286838.24, 662.09, 23335455567.34
22-Jan-2016, 105.00, $1096.25, 95.647330, 104.85338824, 104.997, $105.01, 0.0125%, 4028667, 21353791.37, 664.17, 23403276253.50
25-Jan-2016, 106.08, $1106.60, 95.644440, 105.84013560, 106.031, $106.07, 0.0364%, 5416196, 21353791.37, 664.17, 23623518266.64
26-Jan-2016, 107.28, $1113.60, 95.643560, 106.50866932, 107.288, $107.29, 0.0017%, 8438066, 21516385.43, 669.23, 23953799728.41
27-Jan-2016, 107.69, $1116.25, 95.642580, 106.76103040, 107.727, $107.72, -0.0065%, 7410780, 21516385.43, 669.23, 24010555736.47
28-Jan-2016, 106.54, $1114.00, 95.641480, 106.54460644, 106.535, $106.57, 0.0328%, 5369616, 21516385.43, 669.23, 23961881987.91
29-Jan-2016, 106.96, $1111.80, 95.640370, 106.33296834, 106.878, $106.95, 0.0673%, 7212909, 21516385.43, 669.23, 23914284578.82
01-Feb-2016, 108.05, $1126.50, 95.637660, 107.73582891, 108.008, $108.06, 0.0478%, 8799595, 21908499.83, 681.43, 24671504799.86
02-Feb-2016, 108.09, $1128.50, 95.636680, 107.92598990, 108.031, $108.07, 0.0359%, 6286562, 22042391.18, 685.59, 24866148077.45
03-Feb-2016, 109.25, $1132.00, 95.635740, 108.25965209, 109.125, $109.27, 0.1327%, 14792703, 22185844.79, 690.05, 25105413328.78
04-Feb-2016, 110.57, $1156.35, 95.635410, 110.58800504, 110.559, $110.56, 0.0006%, 13208208, 22300607.29, 693.62, 25778063976.90
05-Feb-2016, 112.32, $1150.35, 95.634180, 110.01278450, 112.337, $112.29, -0.0416%, 13882844, 22456245.42, 698.46, 25831001792.29
08-Feb-2016, 113.83, $1193.25, 95.631330, 114.11208383, 113.849, $113.82, -0.0256%, 26724595, 22618818.68, 703.52, 26987507826.95
09-Feb-2016, 113.58, $1191.00, 95.630270, 113.89564945, 113.738, $113.59, -0.1300%, 18053106, 22571003.55, 702.03, 26879373269.90
10-Feb-2016, 114.46, $1190.00, 95.629220, 113.79876589, 114.430, $114.46, 0.0263%, 12695948, 22571003.55, 702.03, 26856508749.39
11-Feb-2016, 119.05, $1241.00, 95.628610, 118.67510100, 118.881, $119.07, 0.1592%, 47619168, 23020458.01, 716.01, 28565096829.41
12-Feb-2016, 118.36, $1239.75, 95.627550, 118.55425586, 118.382, $118.38, -0.0018%, 16334842, 22857891.18, 710.95, 28334467150.85
16-Feb-2016, 114.77, $1209.50, 95.623010, 115.65603655, 114.829, $114.76, -0.0600%, 13984761, 22857891.18, 710.95, 27641792736.17
17-Feb-2016, 115.48, $1210.00, 95.621980, 115.70259189, 115.497, $115.50, 0.0026%, 10380824, 22857891.18, 710.95, 27652919460.76
18-Feb-2016, 118.29, $1210.10, 95.620930, 115.71089124, 118.264, $118.31, 0.0389%, 13577605, 22943950.01, 713.63, 27759042805.85
19-Feb-2016, 117.58, $1231.15, 95.620210, 117.72281908, 117.522, $117.58, 0.0493%, 15191128, 23565481.38, 732.96, 29006902637.79
22-Feb-2016, 115.49, $1211.00, 95.616720, 115.79185204, 115.448, $115.47, 0.0194%, 9912928, 24186990.06, 752.29, 29283759353.44
23-Feb-2016, 117.22, $1221.35, 95.615860, 116.78043465, 117.096, $117.21, 0.0974%, 8345973, 24186990.06, 752.29, 29533771923.56
24-Feb-2016, 117.61, $1250.75, 95.615350, 119.59090109, 117.554, $117.59, 0.0304%, 15463867, 24445151.50, 760.32, 30567434313.61
25-Feb-2016, 117.92, $1236.00, 95.614030, 118.17894444, 117.902, $117.91, 0.0071%, 11674521, 24445151.50, 760.32, 30206538199.21
26-Feb-2016, 117.11, $1226.50, 95.612800, 117.26909887, 117.054, $117.11, 0.0479%, 12497876, 24512080.46, 762.40, 30056070041.29
29-Feb-2016, 118.64, $1234.90, 95.609850, 118.06860645, 118.637, $118.63, -0.0063%, 11478731, 24990129.71, 777.27, 30851326851.57
01-Mar-2016, 117.77, $1236.50, 95.608840, 118.22033467, 117.919, $117.79, -0.1095%, 12769183, 25276956.23, 786.20, 31245634441.14
02-Mar-2016, 118.68, $1239.20, 95.607860, 118.47726067, 118.673, $118.68, 0.0057%, 7450118, 25353442.52, 788.57, 31408321802.83
03-Mar-2016, 120.73, $1250.25, 95.607080, 119.53274621, 120.694, $120.72, 0.0212%, 18203569, 25506413.85, 793.33, 31879383423.38
04-Mar-2016, 120.54, $1277.50, 95.606670, 122.13752229, 120.665, $120.56, -0.0872%, 16230710, 25499515.79, 793.12, 32574077196.06
07-Mar-2016, 121.14, $1267.90, 95.603490, 121.21566003, 121.154, $121.14, -0.0112%, 8862117, 25499515.79, 793.12, 32328216529.02
08-Mar-2016, 120.58, $1267.00, 95.602440, 121.12828610, 120.617, $120.60, -0.0139%, 11401726, 25423033.83, 790.74, 32208011268.61
09-Mar-2016, 119.58, $1246.40, 95.601250, 119.15739186, 119.535, $119.60, 0.0544%, 8032959, 25489954.71, 792.82, 31767360673.78
10-Mar-2016, 121.50, $1266.50, 95.600360, 121.07785439, 121.503, $121.52, 0.0138%, 17831418, 25681155.43, 798.77, 32521511691.59
11-Mar-2016, 119.41, $1264.75, 95.599300, 120.90921346, 119.423, $119.43, 0.0062%, 9643418, 25681155.43, 798.77, 32476214734.40
14-Mar-2016, 117.87, $1242.75, 95.595920, 118.80182691, 118.080, $117.88, -0.1694%, 13735608, 25403927.26, 790.14, 31565645401.62
15-Mar-2016, 117.96, $1232.00, 95.594740, 117.77271806, 117.840, $117.94, 0.0852%, 9936354, 25470843.58, 792.23, 31374652092.24
16-Mar-2016, 120.59, $1228.50, 95.593650, 117.43679513, 120.668, $120.55, -0.0977%, 16588676, 25566437.23, 795.20, 31402599020.66
17-Mar-2016, 120.13, $1266.50, 95.593130, 121.06869790, 120.256, $120.14, -0.0966%, 9379585, 25948809.75, 807.09, 32858044616.34
18-Mar-2016, 119.80, $1252.10, 95.591880, 119.69059225, 119.996, $119.82, -0.1471%, 9451369, 26331177.27, 818.98, 32962789107.19
21-Mar-2016, 118.96, $1244.90, 95.588620, 118.99827875, 118.879, $118.96, 0.0683%, 6933959, 26417207.03, 821.66, 32879224413.19
22-Mar-2016, 119.31, $1252.50, 95.587710, 119.72361077, 119.322, $119.33, 0.0066%, 6336089, 26417207.03, 821.66, 33079633656.59
23-Mar-2016, 116.61, $1217.60, 95.586010, 116.38552907, 116.653, $116.61, -0.0370%, 14861333, 26417207.03, 821.66, 32157321681.40
24-Mar-2016, 116.33, $1221.00, 95.585040, 116.70932956, 116.356, $116.34, -0.0135%, 6131461, 26484116.55, 823.74, 32328484291.21
25-Mar-2016, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY
28-Mar-2016, 116.60, $1221.00, 95.580860, 116.70422761, 116.609, $116.62, 0.0097%, 3604564, 26484116.55, 823.74, 32327071047.31
29-Mar-2016, 118.76, $1226.00, 95.579930, 117.18099957, 118.720, $118.75, 0.0254%, 13243615, 26378978.63, 820.47, 32330237787.94
